255,9953,1651406,4135486,1108749,1666414,4083008,1215228,9292,1547358,2587841,1261472,1550083,2576981,1329149
254,9067,1512714,4110329,1118387,1509635,4093043,1240047,9273,1543061,2458433,1289471,1548074,2419874,1274012
253,9272,1548618,4131178,1104050,1542231,4139802,1228267,9428,1622430,2586826,1300976,1520457,2559198,1352751
252,9948,1817375,4175315,1123251,1498671,4116239,1229207,9226,1537171,2490555,1290718,1538280,2444244,1346737
251,9057,1510616,4146984,1112844,1508566,4103690,1204284,9576,1593418,2613388,1336770,1598780,2593300,1281426
250,9699,1603440,4141309,1099654,1629824,4102571,1195116,9441,1571396,2451333,1283286,1575782,2417773,1286999
249,9096,1518334,4147858,1111977,1513868,4101055,1235541,9265,1544744,2512179,1290770,1543690,2441449,1275290
248,9206,1534055,4131226,1113958,1534779,4108264,1213003,9905,1641255,2571280,1339169,1660528,2451507,1299271
247,10915,1819699,4156417,1096767,1818731,4149616,1232507,9280,1548690,2408050,1297513,1544746,2342259,1303694
246,9118,1516217,4201286,1121578,1523165,4146631,1247282,9269,1545598,2449273,1317161,1544322,2419407,1313735
245,9824,1635799,4177717,1106209,1639185,4145358,1228023,9698,1617329,2450202,1340915,1615645,2433261,1299577
244,9200,1532307,4149004,1111292,1534473,4112066,1267794,9271,1541671,2407848,1277280,1548949,2330441,1298405
243,9592,1591533,4153118,1107240,1606048,4156271,1231402,9448,1559262,2459353,1287022,1590235,2400373,1347862
242,9018,1506290,4176456,1108774,1499846,4181913,1251298,9168,1528441,2498770,1313389,1527690,2455801,1283670
241,9255,1540325,4190841,1116350,1544993,4220148,1243529,9357,1555235,2540856,1332604,1563964,2435882,1322724
240,10575,1751948,4205141,1064509,1773259,4151311,1193068,9624,1603178,2430530,1282299,1605089,2401004,1296637
239,9102,1520004,4172297,1100870,1514144,4130013,1213580,9229,1538296,2400619,1308272,1538127,2380830,1307703
238,9735,1610001,4157636,1115081,1635056,4105510,1227899,9356,1561890,2494945,1305096,1556850,2355445,1296202
237,9070,1513743,4161927,1118862,1509896,4137337,1248918,9584,1598436,2424352,1307697,1596526,2382243,1294271
236,9253,1541301,4187206,1104028,1543266,4133764,1228106,9133,1519350,2455687,1262479,1525145,2372397,1277391
235,9030,1504383,4171480,1111651,1505715,4130872,1254921,9134,1523526,2447179,1302468,1521328,2414125,1311009
234,9193,1529798,4183189,1103649,1534769,4190012,1250394,9531,1637451,2427210,1311436,1539767,2402268,1331409
233,9971,1644062,4206113,1096992,1679746,4153773,1226091,9307,1548251,2462086,1310304,1554153,2385171,1329227
232,9235,1547608,4220507,1112168,1531019,4165876,1245815,9601,1598752,2558944,1309079,1601631,2559289,1299579
231,9764,1624508,4213543,1117187,1630315,4200079,1257492,9488,1586275,2620374,1296447,1576467,2493225,1308590
230,9117,1515733,4167926,1130067,1523559,4159967,1276839,9422,1572390,2469235,1317864,1568604,2402171,1380079
229,9591,1603592,4190689,1099297,1593474,4174856,1242123,9663,1609349,2478630,1386254,1611913,2335741,1404607
228,9081,1514870,4216497,1129272,1512441,4191473,1264122,9234,1535580,2452281,1300886,1542671,2407248,1302100
227,9351,1553156,4234559,1100176,1564160,4214228,1226659,9762,1629982,2449130,1300313,1624166,2419505,1309260
226,9096,1517893,4267193,1121877,1514239,4206661,1229596,9304,1553610,2408343,1356554,1548002,2363281,1354788
225,9440,1567320,4279264,1130416,1579430,4187533,1270666,9369,1564003,2517483,1292757,1559106,2466878,1299705
224,9170,1528196,4244583,1128424,1528688,4217118,1260519,9464,1574033,2556343,1268720,1580819,2425408,1311721
223,9801,1628185,4340696,1131508,1639080,4263516,1284930,9450,1577626,2542757,1294878,1572592,2447119,1291610
222,9596,1594304,4347061,1156477,1604666,4288500,1274772,9303,1547246,2459189,1364252,1553958,2435907,1360939
221,10836,1806894,4363415,1168702,1805180,4317399,1271949,9450,1578278,2450535,1321704,1572021,2397073,1323641
220,9756,1619957,4383108,1151990,1632091,4329785,1300044,9669,1612041,2575319,1306670,1611048,2498185,1302346
219,9704,1620691,4401669,1172946,1614292,4360950,1298820,9730,1619397,2756838,1367216,1624115,2653016,1367885
218,10508,1918881,4388228,1168901,1583866,4350192,1325501,9459,1573023,2530877,1358324,1580084,2479702,1343056
217,10298,1719967,4411146,1177304,1713003,4397427,1302908,10173,1694462,2522593,1458929,1696674,2479757,1369779
216,9875,1641596,4486318,1187620,1650155,4438547,1338371,9739,1623229,2550183,1353925,1623151,2512800,1366416
215,9896,1651840,4463219,1177694,1646921,4422277,1336597,9885,1647984,2698788,1373381,1647314,2624136,1385667
214,9732,1623449,4488997,1203755,1620744,4442989,1355920,10623,1771528,2541614,1357398,1769557,2487533,1361417
213,11570,1881337,4508496,1191669,1975531,4487300,1362606,10067,1675750,2615347,1475658,1679966,2554950,1485517
212,10782,1778990,4541896,1196957,1815067,4515457,1365056,10077,1674118,2616312,1404101,1684964,2581641,1471180
211,10719,1786161,4563124,1223804,1786922,4574949,1359209,10083,1680556,2555277,1483856,1680446,2527762,1501901
210,10514,1748066,4644917,1217494,1756820,4541643,1350910,9937,1652891,2645595,1491640,1659694,2611695,1510820
209,10383,1732978,4619107,1232709,1728241,4603655,1384219,10592,1764911,2653284,1527647,1765943,2610814,1488788
208,10505,1744154,4634055,1257180,1757672,4647158,1414547,10603,1764165,2634073,1487035,1770229,2593089,1462095
207,10740,1786021,4693098,1240851,1794043,4664952,1426053,10437,1731989,2717944,1477167,1747341,2641341,1508542
206,11013,1831061,4716151,1253367,1840170,4689341,1420548,10466,1748356,2729709,1521636,1740609,2645047,1524854
